videoId,title,description,published_at,channel,thumbnail_url,transcripts,generated_by_youtube,original_lang,views,comments,likes
MLA yeah what's his name right now City
Ravi yeah okay so you're going to go
back to chicken
not bad what's the main issue that
you'll vote for in my city mainly
development mainly development okay good
organization all the best
hello ma'am
[Music]
the best thing about being here on
Church Street is just how Cosmopolitan
it is people come from all across the
country from Mumbai to Tamil Nadu to
well sort of Delhi from Bihar what is
the issue on which people like you want
to vote this time personally I think the
potholes
better road conditions is what I would
expect so you want to minister Bangalore
needs a minister for potholes husband
wife who decides who you're going to
vote for your vote for the same side
both sides individual Choice it's our
individual Choice individual Choice
nobody can entertainment
you listen to him when it comes to
voting never you want to vote in the
elections obviously you've got your
voter card you know the name of your MLA
yes
hatred
[Music]
okay now RCB is not the only iconic
brand at the moment in Bengaluru I'm
told that there's an ice cream that I
must have and as I said I have a sweet
tooth so I'm gonna try what this ice
cream is what is this ice cream that I
must try hot chocolate fudge hot
chocolate fudge yeah why I heard there's
something called Death By Chocolate it's
too good too yeah
all the travel through Bengaluru done
it's now time for DBC yes death by
chocolate
[Music]
[Applause]
[Music]
ah there it is move over RCB DBC see
death by chocolate is here now who
survives the May 13 test is the big
question the general feeling one gets
his changes in the air but what does
changes Karnataka mean change in Chief
Minister changing government or simply a
change in your local MLA but the one
thing that won't change is bengaluru's
incredible capacity to provide you a
variety of food
enjoy the ice cream
and may the best team win from Amit alok
Ashwin and anaga all the poor is and the
entire team of Elections on my plate
[Music]
yes
we'll decide on the 13th bye for now
foreign
[Music]
[Music]
[Music]
foreign
[Music]
[Music]
foreign
[Music]
[Music]
[Music]
why does this happen
let me tell you the science behind it
[Music]
for more informative videos like this
keep watching India today newsmo make
your media plans Smarter with India
today live TV on your connected devices
amplify your brand with 100 million
Smart internet viewers to advertise May
Los art sales.com
thank you
[Music]
sorry
[Music]
[Music]
foreign
[Music]
[Music]
[Music]
foreign
[Music]
baby
[Music]
[Music]
[Applause]
[Music]
foreign
[Music]
extend to creative skills as well they
can write movies they can direct plays
there are in fact books being written
out there by chat GPT how do you think
this skills bridge will uh Coursera be
able to fill
so we are approaching it in a few
different ways right we are saying look
firstly it's helpful to think about a
generative AI platform as a thought
partner as a business leader I might be
thinking about any element of you know
my work and I can use chat GPT as a
thought partner chances are it may not
be the place what I do as a worker or as
a business leader but it can be a very
powerful thought partner to help refine
my thoughts now what we are thinking
about is that look
um
a learner might want to learn about
using chat GPT so how do we create
content related to child GPT that's one
part of it second would be how do we
integrate chat GPT into the learning
itself so that that learning can be more
personalized it can be interactive uh
keeping in mind that there are risks
Associated as well how do you bring
information which is reliable
information into the learning because
the courserva belief is that while
education is extremely important the
content for Education should come from
experts and today the content on our
platform comes from you know top 200
universities and about 100 companies and
so how do we integrate Technologies like
chart GPT something that we are actively
looking at
[Music]
thank you
[Music]
you are watching India today
[Music]
thank you
now for the first time in 12 Years A
Pakistan minister is in India Bilal
Bhutto landed in Goa earlier today he's
here to attend the SEO foreign
Minister's meet but there will be no
Jesus bilateral India has already made
it very clear it's very difficult to
engage with the neighbor that sponsors
cross-border terrorism
[Music]
after a gap of 12 Years Pakistan's
foreign minister lands in India though
not for a bilateral meet but to
participate at a multilateral Shanghai
cooperation organization meet in 2011
Hina Rabbani khar currently Deputy
foreign minister of Pakistan had come to
India as Pakistan's foreign minister
insisted Pakistan was committed to SEO
um
Corporation organization
Pakistan delegation
um
thank you
there is no bilateral dialogue scheduled
between India and Pakistan external
affairs minister Dr s j Shankar had
recently made it very clear dialogue is
not possible when one neighbor uses
Terror as an instrument of State policy
India takes a generous and
non-reciprocal approach to cooperation
with smaller Neighbors
India's most pressing priorities are
obviously in its neighborhood the
exception to this of course is Pakistan
in view of the cross-border terrorism
that it supports
the Pakistan claims it is committed to
the SEO agenda including fostering peace
and good neighborly relations Islamabad
does not walk the talk Pakistan has
taken no action against un and U.S
designated Global terrorists flourishing
on its soil with full State support
despite U.S and U.N sanctions Pakistan
has not persecuted and punished for
Parliament and 26 11 Mumbai Terror
attacks Masood azer for Parliament
pathankot and colvama Terror attacks and
daud Ibrahim in Karachi for 1993 Mumbai
civil blast
cross-border terrorism is on the agenda
and there are apprehensions in Pakistan
that Dr jayashankar will expose Pakistan
state-sponsor Terror at The Forum
Pakistan will not be able to raise
Kashmir since SEO Charter prevents
raising of bilateral issues Imran Khan
former prime minister of Pakistan
accused Bilal Bhutto sardari of buckling
under U.S and Indian pressure
foreign
for coming to India accusing the
Pakistan government of letting down
their Kashmir agenda
foreign
yeah
they say only India can help Pakistan
emerge from its acute financial crisis
and that Pakistan needs to wake up to
ground realities and stop being the
state sponsor of Terror
with Gita Mohan in Goa Bureau report
India today
while there will be no bilateral with
Pakistan the foreign Ministers of India
and China did meet in Goa for the second
time in two months the jaishankar kin
gang meeting lasted for almost 30
minutes this meeting was focused on
resolving the Border issue now the
question is will there be a
de-escalation between the forces at the
lse before XI jinping's India visit in
July this year
thank you
the world's largest military standoff
has just entered its fourth year
the giant armies of India and China
which entered a confrontation in eastern
ladakh in May 2020 remain deployed in
huge numbers postured for war but held
Frozen by the ongoing drive to diffuse
things diplomatically
[Music]
two weeks after their first meeting
during the G20 meet in Delhi the SEO
foreign ministers met in Goa on a new
stage the nearly 30-minute meeting
focused on resolving outstanding issues
and ensuring peace and Tranquility in
Border areas
ties with China are abnormal it cannot
be business as usual that was the
message of Dr jayashankar ahead of a
second meeting with Chinese foreign
minister qingang the focus will remain
Lac tensions at the border also the two
sides are going to discuss and pave the
way for a Xi Jinping visit it all
depends on how things move forward
between India and China and the
ministerial meeting that takes place
here in Goa
the big Focus was on de-escalation
in order to pave the way for Chinese
president XI jinping's visit to the SEO
and G20 Summits scheduled in July and
September this year in India
inside has made it
very presence in eastern ladakh since
May 2020. Dr jayashankar has said the
state of India China ties is abnormal
and there are real problems in the
bilateral ties which need to have an
open and candid dialogue
foreign
of our conversation understandably was
about
the the current state of our
relationship which many of you have
heard me describe as abnormal and I
think those were among the adjectives
that are used in that meeting
we have you know there are real problems
in that relationship that need to be
looked at that need to be discussed very
openly and candidly between us
on April the 24th the Indian and Chinese
armies held their 18th round of talks in
ladakh agreeing once again to pursue the
disengagement effort in three years the
two sides have managed to agree to pull
back troops from a handful of friction
points including Galvan pangong so and
the Hot Springs area but dangerously
close deployments continue to simmer in
depth song and Dem chalk sectors
the Army level talks were followed last
month by Chinese defense minister Lee
Shang Fu's visit to Delhi to attend the
SEO defense Minister's meet on April the
27th his Indian counterpart had
described the situation with this plane
speak
the India China de-escalation has been
incremental and slow reflecting China's
continued impulse to change the Border
status quo while India's unrelenting
defense posture has locked the two Asian
Giants in an Embrace will the two
countries find A New Path forward with
Gita Mohan in Punjab Goa pure report
India Today
co-presented by star health insurance
the health insurance specialist powered
by Jaguar discover the magic of smart
lights
thank you
now we're just a week left for the May
10 Karnataka assembly elections major
political parties including the party
agenda party the congress party and the
JDS are very busy wrapping up their
campaigning now the latest flash point
in the state of four Karnataka is the
congress's poll promise to ban the
bajrangal bajrangal workers are on the
streets from Delhi all the way till
mangaluru they're protesting since
Congress manifests to release declared a
ban on the right-wing outfit if it comes
to par here's a Roundup of all that's
happening in the Pol bound state of
Karnataka
um
[Music]
is the bjp's war cry as Karnataka inches
closer to assembly elections next week
a day after prime minister Narendra Modi
exhorted people to chantali while
casting their vote ruling Party leaders
Carter and workers of Budget Rental
recited the Hanuman Chalisa in temples
across Karnataka
[Applause]
in several cities in Karnataka and
across India angry but jungle workers
stage protests at Congress offices and
burnt the Congress Manifesto to protest
the grand old party's promise of
imposing a pfi-like ban on bajrang Dal
the BJP is firing on all cylinders to
Galvanize support making full use of the
Congress poll pledge to ban the bajrang
Dal
foreign
the BJP has come out in strong support
of the bajrang Dal the youth wing of the
vishwa Hindu parishad BJP leader ishwara
pal LED protests against the Congress by
burning the manifesto
yes
foreign
having given their Rivals some free
ammunition the Congress is struggling to
control the damage even as the BJP is
accusing them of insulting Lord Hanuman
[Music]
um
[Music]
[Music]
please participate in this because you
wanted to listen hanumana Chalisa from
our workers because they are telling the
sujiwala is telling that
BJP is
facing protests from Hindu to outfits
the Congress backpedaled or the
bajrangal ban
the Supreme Court
politics
and I can tell you as a leader we have
no proposal to balance
the Congress which had put the bgp on
the mat over issues like corruption and
price rise is now struggling to find an
answer to bjp's bajrang Bali Politics
the latest flash point in election-bound
Karnataka is the congress's promise on
the ban of the pro-hindu outfit bajrang
Dal the BJP has gone all gone's blazing
accusing Congress of doing this at the
behestive scpi and PFI
while there are many voices calling this
as a tragic move because the main focus
should be on development it remains to
be seen to what extent will this have an
impact on the minds of Voters
with video journalism
now karnataka's chief minister and bjp's
chief minister face for the Karnataka
elections is in the last leg of his
campaigning chief minister bomay has
been camping in his constituency he is
fighting one of the toughest battles of
his political career from shigao now
this is a seat from where he has won not
once but Thrice take a look at this
story
[Music]
an unlikely chief minister from the BJP
for one he's not a leader cast in the
sang parivar mold an import from the
janata Dal Bombay contrary to
expectations has followed the saffron
ideology to the team his term is the
chief minister of Karnataka has been
marred by charges of corruption and
divisive politics and today he's
fighting the toughest Battle of his
political career from shigaw a seat he
Swan Thrice for bomai who has many
detractors within the party just a
victory will not be enough the margin
has to be big enough to silence his
critics and stamp his claim to the chief
Minister's post if his party wins power
again
into the last leg of his campaign Bombay
has been camping in his constituency
meeting voters carrying outroad shows
Bombay on Thursday visited the pagya
Hali dargah to meet Muslim voters from
campus ban on hijab to politics over
Azan the chief minister has faced much
criticism from the community he blames
the Congress for that claiming his
Rivals are hand and glove with the PFI
[Music]
and they have grown so much
now Congress has taken open support of
them
people are blackmailing them now they
are under the clutches
the Congress poll promised to ban the
vhp's youth Wing bajrangtal has given
Bombay fresh ammo and he's milking it to
consolidate the hindua vote
foreign
[Music]
leader will have to negotiate many
landmines within the party to secure his
second term as chief minister but first
he has to deliver the elections for the
BJP Bureau report India today
there was high drama at the Jantar
Mantra in the national capital last
night as protesting wrestlers and the
Delhi police came to blows the wrestlers
say that the cops assaulted them they
are now threatening to return all their
medals take a look at this story
Nation spirits on the global stage
wrestling with the system at home
since April 23rd accused the police of
assaulting them late Wednesday night
[Music]
s
India's top female wrestlers calling for
rest of their Federation Chief Bridge
Bush and sharan Singh who then accused
of sexually abusing athletes charges he
denies
protesters alleged some drunk police
Personnel assaulted them on Wednesday
night when they tried to bring beds to
Jantar Mantra after a rainy day
tomorrow
Rio Olympics bronze medalist sakshi
Malik broke down
fellow wrestler vineshogat consoled her
at the site
the Delhi police denied the accusations
in a statement the police insisted it
was a minor altercation during which
some supporters of the protesting
wrestlers turned aggressive in trying to
get the beds out of a truck
leader somnath party was detained as he
reached the site carrying folding beds
without permission police said
the protesting wrestlers however
appealed for more support from across
the country
upset the protesters also spoke about
returning their matters
foreign
Congress leader Rahul Gandhi attacked
the BJP as he tweeted out the video
protesting female wrestlers in distress
meanwhile the Supreme Court has closed
the proceedings in view of the
registration of Firs against the wfig
wrestlers have been advised to approach
the judicial magistrate or the high
court for further relief
Bureau reports India today
it is time now for us to slip into a
white quick break more news coming up on
the other side
[Applause]
[Music]
India today
[Music]
[Music]
[Music]
make your media plans matter with India
today live TV on your connected devices
amplify your brand with 100 million
smart internet viewers to advertise May
Los ad sales at oddstock.com
[Music]
thank you
[Music]
you are watching India today
[Music]
here are the latest headlines coming
from IPL 2023
Indians made a record last night in
their game against Punjab Kings as they
chase down the highest total of IPL 2023
Punjab Kings put up a total of 214 for
the loss of three wickets at the Mohali
stadium and in response Mumbai scored
216 for a loss of four wickets with
seven balls to spare this is their
second consecutive win while chasing in
this tournament Mumbai are now in the
sixth position with 10 points including
five wins and four losses in the nine
games so far what a wonderful night
Cricket the Indian Twitter for six
wickets
became the highest Wicket taker in IPL
history the veteran of spinner has been
a revelation for Mumbai Indians this
season he was the pick of the bowlers
for his side during their Clash against
Punjab King's last night where he
conceded 29 runs in four overs and
picked up two wickets papyusha's tally
is 127 wickets he's taken him to another
level another level of Amit Mishra the
only active player ahead of chawla and
Mishra believe it or not at the moment
is another leggy in use each hell who is
on 178 tickets
[Applause]
poor form continues in the IPL this
season Rohit got out on a duck in a game
against Punjab Kings on Wednesday his
tally for the season at the moment
stands at 184 runs in nine matches 36
year old also has added an unwarranted
record to his name that of the most
Ducks buy a batter in the history of the
tournament he's now tied with Dinesh
Karthik Mandeep Singh
have recorded 15 ducks in the IPL
West Indies battle Johnson Charles has
been named as the replacement for the
Bangladesh openal written Das by Kolkata
Knight Riders thus had to return home
due to a family emergency and now his
place will be taken by the big hitter
from West Indies Charles a wicket keeper
batter has represented West Indies in 41
t20is scoring a total of 971 runs and he
was also part of West Indies 2021 and
2016 ICC World 20 winning scores he
joined Knight Riders on a 50 lakh rupees
per year contract
now ahead of game against Delhi capital
on Saturday Virat Kohli and his
teammates at the Royal Challengers
Bangalore had a day out in Delhi Delhi
boy Virat took his beds to his
restaurant eight one eight commune in
the capital players took to their
Instagram to share pictures from their
day out now virat's brand of restaurant
has a total of three branches in the
national capital
that's all the time we have on this
bulletin thank you for watching India
today this is
you are watching India today
[Music]
[Music]
thank you
[Music]
[Music]
[Music]
thank you
why does this happen
let me tell you the science behind it
[Music]
for more informative videos like this
keep watching India today newsmo
all political parties
armed with facts
she takes the news by its home
fears bold and direct setting the tone
for the bigger stories
from every corner and every angle
expect nothing but the unfiltered truth
news first niceties later watch me
nabila Jamal on India today
[Music]
so sorry
[Music]
foreign yeah
[Music]
[Music]
[Music]
[Music]
foreign
[Music]
baby
[Music]
[Music]
foreign
[Music]
[Applause]
[Music]
[Music]
[Applause]
[Music]
welcome you're watching in the club I'm
deepali Patel and I'm back with the best
from the world of entertainment first up
Priyanka Chopra Jonas first made
headlines for her series Citadel and now
she's playing at the screening of her
next Hollywood project love again she
attended the event in a stunning gown
and accompanying her on the red carpet
was her husband and singer Nick Jonas
laughs
[Music]
there seems to be no stopping for
Priyanka Chopra Jonas the actress has
been busy making headlines across the
globe for weeks for her satorical
choices and upcoming projects
[Music]
foreign
[Music]
attended the New York premier of their
upcoming film Love Again Priyanka chose
a pastel blue off-shoulder Nina Richie
fall 2023 gown Sam on the other hand
looked Dapper in a black tuxedo while
lick wore a printed black pant suit set
[Music]
someone in your life right now
the more I'd get to know her the better
I like her but she's stuck on her former
boyfriend it's been two years there is
nothing wrong with putting yourself back
out there I like you I like you too when
you touch me touch me like this
the film Love Again tells the story of a
grieving woman named Mira played by
Priyanka Chopra Jonas who is struggling
to live her life after the sudden death
of her boyfriend she keeps on texting
him on his old number which is now being
used by another man you know he's named
Roberts played by hugin
foreign
[Music]
get to know her the better I like her
but she's stuck on her former boyfriend
it's been two years there is nothing
wrong with putting yourself back out
there I like you I like you too when you
touch me like this
[Music]
open yourself to the universe
[Music]
detected by a dream sees trolls the film
will also feature Celine Dion and is
scheduled to release in theaters on May
12th
[Music]
for the adverse Priyanka Chopra Jonas
was recently seen at metcala and she was
a delight in black and white for the
star-started event Priyanka Chopra is a
brand ambassador for the jewelry brand
Bulgari and in fact the necklace she
wore at the Met Gala has been making
headlines it had a blue Laguna Diamond
which is worth at least 25 million
dollars
which turns out to be around
204.5 crore rupees
can I trust you
of course
can I trust you
the actress is currently Riding High on
the success of a spy Thriller series
Citadel
I think you have the wrong person
even though I said I was dead
[Music]
you remember
which also Stars Richard Madden in the
lead the series has been garnering
praise for its high often action scenes
and The Sibling Chemistry Between the
lead pair are we together don't flatter
yourself
[Applause]
older
entertainment Bureau India today
[Music]
it's yet another proud moment for India
India ambani's dream project nmscc
continues to bring Global art to the
country The Sound of Music which is one
of the most successful and love Broadway
musicals has made its way home it is a
five-time Tony award-winning show that
marks the debut of not just the musical
but also International Broadway in India
thank you
[Music]
India is now a stage not just for
international shows and fashion exhibits
but also for international Broadway
Nita ambani's dream project nmscc is
bringing Global art to one place for
Indians
that's right the international Broadway
musical made its debut in India
[Music]
music features 26 songs and is in the
scenic neighborhood of nunberg Abbey
Austria in 1938 the spirited and
romantic Peter drama of Maria and the
one trap Family made its Broadway debut
in 1959.
[Applause]
[Music]
ever since the group has received
several Awards including five Tony
Awards
how do you solve a problem like Maria
how do you catch a cloud and pin it down
this Evergreen tale had also been
adapted as an academy winning film of
the same name and was directed by Robert
Wise in 1965
it's me
laugh
Maria
for the strange new world of Captain Von
Trapp
Ed now nmcc has opened doors for this
musical love story as the organizers
announced let the show begin
looked ecstatic sound of music is a
Timeless Musical
and it brings so much joy
to whoever watches it and I'm so
delighted
to have the first International Broadway
musical
The Sound of Music at nmacc in India
the opening night also saw a gathering
of several celebrities including the
Amani's younger Bahu radhika Merchant
kajal Agarwal
former Miss World harna Sandhu Tara
sutaria among others
the show will be live between May 3rd
and June 4th at the Grand Theater which
has the capacity of 2000 audience
entertainment Bureau India today
with their latest appearance at an IPL
match in Mohali looks like parineeti
Chopra and Ahmad nipati MP rockef are
now kind of making it official take a
look at these love birds who are making
us all believe in love once again
thank you
[Music]
Chopra and Ahmad vipati MP raghav making
the most of their time together
well look at these pictures lost in each
other's eyes party leaning on raga's
shoulders they might not have said much
on their impending weddings but these
pictures are saying a million words
the rumored couple was spotted watching
an IPL match between Mumbai Indians and
Punjab Kings which took place in Mohali
crowd went crazy seeing the two together
and some even shouted the slogans of
parineeti Bhabhi zindabad
[Applause]
such chance
parineeti Chopra and rag of chadda have
been mum about their relationship status
however if reports are to be believed
the duo will get engaged on May 13th in
Delhi
the couple had sparked relationship
rumors after they were spotted twice in
March first for dinner and then later
the next day for a lunch outing
and a source close to India today had
also said that the couple will be timed
not in October later this year
they had even had a Roca ceremony The
Source further stated
parineeti and ragas Roka is done it was
a family affair and they both are very
happy the duo is likely to get married
by October end of this year parineeti
and raghav are in no rush and they both
have work commitments that they need to
take care of before getting into the
wedding festivities
for the universe the two are old friends
and have studied together at the London
School of economics and have many common
friends
amid wedding rumors parineeti was also
spotted wearing a silver band on her
ring finger
meanwhile on work front parineeti will
next be seen in German biopic with
Diljit dosanjh the film is directed by
imthiaz Ali
[Music]
[Applause]
she was last seen in unchai with Amitabh
Bachchan anubamker and Rani the film
received mixed responses from the
audience entertainment Bureau India
today
it's time for a very short break now but
there's lots more coming up on the other
side so stay tuned to in the club
[Music]
[Applause]
[Music]
thank you
India is now the third largest market as
far as domestic seed demand is concerned
but we're the 18th largest when it comes
to International seat demand how soon do
you see that change a lot of Indians
still using roots in the Middle East and
elsewhere as they travel abroad how soon
do you see India becoming an
international player in the area so
we're the third largest market
domestically where the seventh largest
market internationally at 60 million you
combine the two domestic and
international way today the fourth
largest market
in by next year
we will beat the United Kingdom and
become the third largest market across
the world we've already gone ahead of
the UK in terms of our economic growth
numbers the fact is that we were the
11th largest economy in 2013-14 with
today the fifth largest economy we put
the UK behind us those people that had a
dream of ruling our country today we
ahead of them economically and we've got
a diaspora who's actually today the
prime minister of the UK and that talks
to our potential in terms of us as a
people across the world
we are going to become the third largest
economy by 2030 breasting Japan uh and
Germany and the Sim and a similar growth
rate you're going to see in the area of
civil aviation
make your media plans matter with India
today live TV on your connected devices
amplify your brand with 100 million
smart internet viewers to advertise May
Los art sales.com
[Music]
thank you
[Music]
[Applause]
[Music]
third installment of Guardians of the
Galaxy is all set to roll out in
theaters across India but before we get
to an exclusive interview with filmmaker
James Garner actor Chris Pratt here's a
look at everything you need in about the
third volume
[Music]
let me tell you something
I'm Star-Lord
I formed the Guardians get up for the
intergalactic Mission crew fell in love
James gone's third installment of
Guardians of the Galaxy is all set to
roll out in theaters across India soon
the film tells the story of a raccoon
named rocket who was a test subject for
high evolutionary attempting to create
the perfect weapon for genetic
engineering and experimentation before
becoming a mercenary and joining the
Guardians
Someday I'm gonna make great machines
that fly
and me and my friends are gonna go
flying together into the forever and
beautiful sky
Lila and teefs and floor
and me
rocket
rocket the film will see Chris Pratt Zoe
Saldana Dave Bautista and Karen Gillen
among others reprising their roles as
Star-Lord Gamora Drax and nebula
incinerator
story takes place after the event of the
Guardians of the Galaxy holiday special
which revealed Star-Lord and mantis our
half-siblings as their father is the
celestial also known as ego The Living
Planet these years I've Found You
and who the hell are you
I'm your dad Peter
star-lord's father who was responsible
for the death of his mother made it his
mission to impregnate alien species and
take over the universe with this
Offspring before being defeated in
volume 2. so we're saving the Galaxy
again
yep
awesome we're really gonna be able to
jack up our prices for two-time Galaxy
he was responsible for the death of
Peter's mom meditate the final
installment in the James Gunn directed
Trilogy is all about an unlikely band of
superheroes whose Adventures began in
2014 with some of the Guardians turned
to dust during the snap calls by Thanos
in Avengers Infinity War for One Last
Ride
[Music]
we'll all fly away together
into the forever
and in fact the makers have even brought
on Salman Khan to promote the film
Salma shared this new video where he
seems to be seeking inspiration from the
character Groot from Guardians of the
Galaxy
[Music]
you know
[Music]
the latest video went well on social
media in no time
[Music]
now that we have given you all a peek
into what one can expect from Guardians
of the Galaxy vol 3 Let's also bring you
more details on it my colleague Tasha
Joshi got a with filmmaker James Khan
and after Chris Pratt find out what they
have to say about the film guys welcome
to India today
I mean I literally was clutching uh for
whatever I could to just tell everybody
how strong I am as a guy and I'm not
trying uh at the end of the film uh
Chris I want to start the fun question
if we had to turn tables and say if you
had to audition James and task him as a
character in Guardians who do you think
he would play
Gamora
because I think that we would have hot
chemistry oh God no uh maybe rocket
probably actually I think rocket is
really truly
um
uh hit the creation comes from James
imagination and his story is so front
and center in this third installment uh
which makes the film so powerful really
emotional because his origin story is
just a kind of a gut punch and so uh I
think that came from James imagination
so obviously he's a very screwed up
person and um that's why I think you'd
be perfect to play rocket thank you so
much
um I think that uh rocket is I mean
Rocket's power is Imagination really
that's what we find out in this movie it
isn't you know he is incredibly
intelligent but it's not just in regular
intelligence where you can just remember
things or you know figure out logic
problems he's also able to imagine
something more than what we've seen so I
definitely relate to to to uh rocket in
that way
but you know James it's not just rocket
I mean obviously that that's that's
something that's fantastic but to talk
about the vision that you had right at
the beginning at the onset and then to
see that through to where we are right
now it's just been remarkable for us I
mean we've obviously enjoyed each and
every aspect of it tell me quickly if
you had to frame a moment or a dialogue
in time from this entire universe that
you've created what would it be if you
had to just freeze something and in time
it's there for all of us to sort of
watch any scene any dialogue or any
moment
um I I think it it would probably be in
the third movie it would probably be
between the I don't want to give away
any spoilers but the scene between Lila
and Rocket where she talks about how
this has been Rocket's story and uh that
scene in itself was something that I um
that I you know drove me uh to make this
movie to make sure it got finished to
make sure we did it we did it together
as a team in the same way that we came
into it uh was was to finish that story
and also to finish really uh Peter
Quill's story
um those were things that that drove me
to to tell this entire Trilogy because I
knew where those characters were going
from the beginning not to mention you
know nebula and some of the other
characters so I think that um yeah I'm
really happy about that
you know Chris everybody talks about the
feeling of being an underdog and how
Peter Quill sort of has been somebody
who has saved us in so many ways because
we can I mean he's so identifiable he's
done for stuff that sometimes makes
people vulnerable but they're like oh he
did it and we can do it as well talk to
me about the one quality of Peter Quill
that perhaps saved you at some point in
time that showed a part of Chris Pratt
that you probably would have never been
exposed to
oh wow oh I mean
it's it's hard to say uh
the reality of being cast is Peter Quill
changed my life in so so many ways
um I like to think that Peter and I have
the same soul that Divine spark within
us that existed
before this body was here that will
exist after this body is gone that thing
is inside of Peter Quill as well and
it's his collected experiences that
separates him from me having been taken
away at a young age as a kid
um so
I I think that it was an it was an
opportunity for me to to Really express
myself in this in this character and in
in return in in real life it's opened my
entire career up and it's it's changed
it's I've made friends and fans all
around the world and I've been able to
travel to places I never dreamed of
going before and I can now put on a
Star-Lord costume and walk into a room
full of
children who are dealing with
terminal illness and they'll smile and
they'll have a moment it's it's cast me
into a
a very rarefied space that moves me to
even think about I'm I'm so grateful to
have been able to play this character
for so long that the fans have embraced
it and allowed us to continue to tell
these stories it's been such an honor
and it's been such an honor to speak to
both of you thank you for the Guardians
of the Galaxy thank you for making us
feel each and every emotion and what a
joy and what a privilege to speak to
both of you thank you sir thank you so
much I really appreciate that Backstreet
Boys Are Back In India after a gap of 13
years no wonder they received a
Bollywood style welcome ahead of their
performance in Mumbai and in Delhi on
May 5th band member Nick Carter shared a
video which is now going viral on social
media take a look
[Music]
all right
oh my God we're back again
history will be made yet again at the
iconic boy band Backstreet Boys will
bring their DNA World Tour to India the
band will be performing in India after
gather 13 years
[Music]
am I the only one yeah
in fact the Backstreet Boys arrived in
Mumbai ahead of their DNA world tour
concert at Geo World garden and found
member Nick Carter took to social media
to share this video of their hotel
staffs staging a Bollywood style welcome
dance for the group
along with this video he wrote and
record what cool surprise arriving at
the hotel here in Mumbai India the hotel
staff had a full out Bollywood Style
dance prepared remixing all our songs I
guess we really do have fans all over
the world
baby don't
break
the band will also perform in New Delhi
on May 5th
[Music]
the DNA World Tour will celebrate the
rich history of flawless choreography
Harmony Laden vocal Province and an
arsenal of Mega hits such as I wanted
that way everybody Backstreets back and
as long as you love me along with the
latest hits from the recent album DNA
including Don't Go Breaking My Heart
chances and no place
[Music]
the Backstreet Boys was formed in 1993
with AJ McLean javidoro Kevin Richardson
Nick Carter and Brian little
the group has won several Awards
including two American Music Awards and
five Billboard Music Awards among others
and today in my Bureau India today
[Music]
[Applause]
[Music]
[Applause]
it's time now to check out the biggest
newsmakers from across the globe here's
fully foreign
[Music]
Marvel Studios is reportedly in talks
with Margot Robbie to play the role of
Susan storm in the reboot of Fantastic
Four
[Music]
size
we have a problem what's wrong he's here
the characters Sue storm became popular
after Jessica Alba portrayed it in the
Fantastic Four in 2005 and Fantastic
Four the Rise of the Silver Surfer in
2007. there's a quarterback
with intense concentration she's also
developed the ability to render other
objects invisible in 2015 reboot the
character was shy tomorrow
[Music]
what's more Margot Robbie will be
playing the title role in a live-action
film titled Barbie alongside Ryan
Gosling hi Barbie hi Barbie hi Barbie hi
Barbie hi Barbie hi Barbie
the movie will also feature simulio
kensley Benedict and Scott Evans among
others
[Music]
I thought I might stay over tonight why
because your girlfriend boyfriend to do
what
directed by Greta govik Bobby is
scheduled to release in theaters on July
21st
[Music]
[Applause]
[Music]
for the annivers the actress is best
known for her iconic portrayal of Harley
Quinn in Suicide Squad in 2016.
[Music]
Birds of Prey in 2020 and second
installment of The Suicide Squad in 2021
God is within
it's oh so quiet now that I cut tight
with Mr J I'm about to learn that a lot
of people want me dead all alone and at
the top of that list
turns out
it's a Bay Ridge it's near Staten Island
right Brooklyn across the Verrazano
Bridge Margot Robbie began her acting
career in 2008 and her appearance in The
Wolf of Street in 2015 alongside
Leonardo DiCaprio catapulted her into
stardom also Dutch German English I'm a
mutt and you're a month yeah I still
have family over there though in London
mayanama entertainment Bureau India
today very British you know well that's
all we could pack in our show today but
keep watching in the club from Monday to
Friday at 2 30 pm and 11 30 PM only on
India today to get your daily dose of
entertainment this is me the body patil
signing off for today till next time
thanks for watching and goodbye foreign
[Music]
[Applause]
[Music]
[Music]
[Music]
[Music]
[Music]
[Music]
thank you
[Music]
[Music]
[Music]
thank you
[Music]
why does this happen
let me tell you the science behind it
[Music]
for more informative videos like this
keep watching India Today news more
[Music]
it's the big summer battle in the Deccan
and the best view is always from the
ground some State elections are a little
more important than who better than a
seasoned political reporter to catch the
mood of the state
ready with her election dispatch
Monday to Friday 7 PM only on India
Today TV
[Music]
[Music]
for the first time in 12 years a
Pakistani minister is in India
landed in Goa earlier today he is here
to attend the SEO foreign Minister's
meeting but there will be no Jai Shankar
bilawal bilateral India has made it
clear that it is impossible to engage
with a neighbor that sponsors
cross-border terrorism
will meet but to participate at a
multilateral Shanghai cooperation
organization meet in 2011 Hina Rabbani
khar currently Deputy foreign minister
of Pakistan had come to India as
Pakistan's foreign minister
zadari before his departure from Karachi
for Goa insisted Pakistan was committed
to SEO
Shanghai
cooperation organization
Pakistan delegation
dialogue scheduled between India and
Pakistan
had recently made it very clear dialogue
is not possible when one neighbor uses
Terror as an instrument of State policy
India takes a generous and
non-reciprocal approach to cooperation
with smaller Neighbors
India's most pressing priorities are
obviously in its neighborhood the
